path,suffix,size_bytes,sha256
AGENT_INVENTORY.md,.md,1771,2a8e919b7930c9ba9ab9a3b657ee0afdfa0583f85b2a24747ea28d2b9499ff11
DEFECT_FINDING_PROCESS.md,.md,3111,ac5eda0b24b94decddc59f058529a013d00320e98eee2d5c3678b4591a2cbb50
LABEL_DEFINITIONS.md,.md,3633,215005daa5e8157240762ea1460b4efb2a15c55c28ef2acfe94099458ba13428
MANIFEST.json,.json,37600,c7624c316ee26f41c3824162d9f8accf8971e6cc5e96e199e42b4f3eb5845652
NEXT_AGENT_PROMPT.md,.md,2169,47588a393f1b49faa47771d1a1544a81992adf1c34e11e6cce1c7620ad2810ed
README_START_HERE.md,.md,2522,0424496e1959d3c67faae5fbfd29b946b8fc55164560d907af05902c86889bd0
VERIFICATION_PROTOCOL.md,.md,2628,f97c0378e58657ca91a5eb4555b1be7f4ba5866b822fc5a829a5ea70491f647b
agent_assets/.agents/skills/nde_report_expert/SKILL.md,.md,1809,91a3d6ac5d9345591207994b359f62aaf3cf43db56a2d192e1f0139af43ccef1
agent_assets/.agents/skills/part2-defect-analysis/SKILL.md,.md,7316,98a820ba5956d3e5183c47fc829d1a42f5a58bc446e39e9dfb48deb9bfad702a
agent_assets/.agents/skills/part2-defect-analysis/agents/openai.yaml,.yaml,349,b25b501728ebd71bdc34d8c85cd3383fe968c7621a71dc54d9af23f4fdd27b29
agent_assets/.agents/skills/threshold-optimizer/SKILL.md,.md,6562,bbcdab580862461f8824ddfe782426fe8904e88b2d016751706d9abab0a15c62
agent_assets/.agents/skills/threshold-optimizer/agents/openai.yaml,.yaml,256,c69c540bcf9a6f20fd2f4d12e79f26e2849018a8aea75c28b187e05684908082
agent_assets/.codex/agents/ct_visual_review_agent.toml,.toml,2696,0e2cbc8edd99b37a9d2a9f7524a5a627a7345bdd4da3cce27ec80fd7bad474b8
agent_assets/.codex/agents/part2_defect_analysis_agent.toml,.toml,6133,53eabd148e7a2eb7f3154257e1ab0ffcc16b9164c29d1b263ed8f9f6daba7415
agent_assets/.codex/agents/phase2b_ct_calibration_agent.toml,.toml,3735,4025bddbc68a853e66bba1fff57e641d17a8739fe365aed8b6c855d266abbaed
agent_assets/.codex/agents/segmentation_agent.toml,.toml,5205,621222e0075c7add0a63ce75f34fbf1efb8f58264289630faad1bcf826c30d5d
final_report_baseline/agentic_workflow.md,.md,3355,854f3cdc9a6d14c23a3ebfa994c0e6911354187380e1389e38d91e5203ba0dd0
final_report_baseline/figures/automated_review_label_counts.png,.png,130690,a6f21d6291d8addcb8382e2ebcaf96fe8f5d5cd603b5ee70b4b7329a243d06f0
final_report_baseline/final_ct_defect_report.md,.md,3762,60fe77db319e3ee9038b06a68f48d6a28931dcf3dab47f75ffa6c22b597ee59a
final_report_baseline/final_ct_defect_summary.json,.json,2182,4a326dd8b96f4ee30395cdb99ed85e0967c17ef7665e0424b080332758c95ba3
final_report_baseline/run_manifest.json,.json,3358,5c0ffe5804a4eb1c5a65931e07d5240a7eef2d23a577996d7afc0a1cb1bbcfca
final_report_baseline/tables/auto_supported_unintended_candidates.csv,.csv,114366,13adfe5339816cf6dd2968cb5941f0452edc87c6519f14aea318a3753e08b334
final_report_baseline/tables/headline_numbers.csv,.csv,324,1a0b756b63ad236df52c377e578199d546fa35dfb273d7680a6194050899df51
final_report_baseline/tables/human_spotcheck_label_counts.csv,.csv,77,999ae9440c4519e8a18d7acbf917db9b99bf3c51976a0cc8a9735ffb78a2b706
final_report_baseline/tables/human_spotcheck_labels_rank001_040.csv,.csv,4773,c4926fbe9640ce72384db2e374d27d78bcf3ebec2eb8e3665c7c4b9e6946d45f
final_report_baseline/tables/manual_review_queue.csv,.csv,475506,8f2b5efb879351b6a4e52a3aae79d22e9c105c1880a7f1e27066c5e7b697e06d
final_report_baseline/tables/spotcheck_panel_index.csv,.csv,27478,b7c5bfd53ceecc53ac86e86571c964ecb36db89c89c4a55a0d4910c3b094e100
method_and_config/AGENTS.md,.md,4270,ef1278c4fe4ba7a1e406ed359d943bf965887787c26e26c22dceeff4554c72ab
method_and_config/METHODS_AND_PHYSICS_REFERENCE_LEDGER.md,.md,35166,8216e5175922b92514c4f13b22cdde887632ba7d20e6ce5398c3edc0e163b185
method_and_config/part2.yaml,.yaml,6906,2116443802b955c5357173211268028d5c2cf558295729e04daa647d52a70567
method_and_config/requirements.txt,.txt,53,83ef31db0d539b302812f65a5cc48bb789d96df68944fdaffa6e529037eb660e
method_and_config/scientific_assumptions.yaml,.yaml,16582,0c43946b2555fbd1ee965af09298d1c071179ec3632a1c7e6d2b497ab4932ffc
notes_snapshot/00-big-picture.md,.md,21670,74490a218a7c70581087453aeab54609cdaac76d0379039077afac1613e13250
notes_snapshot/01-how-to-run-code.md,.md,61933,a0ca1bb2255c238fee8b205e0a29627bade7a9fbe9d2cd2b025d393580fe2b38
notes_snapshot/05-task-log-and-experiments.md,.md,100767,42ce30d7c80343c62820074cdc8a9136ec501ffeeea2f74aa6441108c3564b0e
notes_snapshot/21-part2-phase2b3-guarded-labels.md,.md,8445,373287bbea1272f18c93e18fe0518e55b85de5b8c8184ca281944aea492435ae
notes_snapshot/22-part2-phase2b4-automated-review.md,.md,7148,a52dd33eaddd2fd2f199494ac2b58e25f9da6c0985206c3713fcc7e8c86e4acf
notes_snapshot/23-part2-final-report-and-agentic-system.md,.md,5115,f3544e150d14b412b98ef239fcc40a2aeac6c14b99d1da9988bc5ddb34e9067c
notes_snapshot/24-part2-phase2c-automatic-triage-and-viewer.md,.md,9273,496c6bdc76ad51e553ea396ede14704123fc795391a661b750f6612758ba78cf
notes_snapshot/project-notebook.md,.md,12703,2856e7b73b1ad29f34478b5bfa20436da08a2e5bbbcfcbc353f809a5e8e64141
review_panels_phase2c_top120/ct_edge_panel_summary.csv,.csv,34918,da450abb4bbec2b879c9004b62367bb89f81a428a632469d1675a0ecba5111c4
review_panels_phase2c_top120/ct_edge_panel_summary.json,.json,127220,a587a80ecb9bf4cc15ec9c79ce543996e9fd2ad5eeb50e4f1baeca20568abd7e
review_panels_phase2c_top120/rank_001_E_N001012_N002152_ct_panel.png,.png,294691,557582fdf5b5d40a9301a64e90d07e3851bcbca93e3ac02175bf4334f3e66f5f
review_panels_phase2c_top120/rank_002_E_N001010_N001021_ct_panel.png,.png,311345,e8042f105165b9b54f6766509cf3c8fcbed734da79758589cb101b9ddc73b307
review_panels_phase2c_top120/rank_003_E_N001012_N001021_ct_panel.png,.png,313681,28cbfbde815147a887c168ed9d3dd4621fc7a5c95d33a60ce1b1d9b0111142f3
review_panels_phase2c_top120/rank_004_E_N001015_N001035_ct_panel.png,.png,317725,4e3d6c4699a223c37705fe7e8336aa284c7522f410f726d18ecad1926b4c536c
review_panels_phase2c_top120/rank_005_E_N001015_N002155_ct_panel.png,.png,314220,cb2a03517e6145f92b4ef2c9ae3dc7b993f662f6c0e86ac2fc7020b0feb8bdc8
review_panels_phase2c_top120/rank_006_E_N001024_N001035_ct_panel.png,.png,314231,a777addba4f6e78318cb824388718aa6618afecc13a57e6cf59a12e0acb264f3
review_panels_phase2c_top120/rank_007_E_N001029_N001049_ct_panel.png,.png,318489,f3207930175294fa72ecc203a419c4a753b7f0572626f36ed5acc538c7b72a67
review_panels_phase2c_top120/rank_008_E_N001029_N002169_ct_panel.png,.png,311606,16242093bd2df16541189e5dc0dfd133ff095544b3f861aaec21d8195d595ef9
review_panels_phase2c_top120/rank_009_E_N001038_N001049_ct_panel.png,.png,317017,0adec24992d8ac301783c0db5302f24468db372daf49bee7f30eee4860bdd76d
review_panels_phase2c_top120/rank_010_E_N001043_N002183_ct_panel.png,.png,315392,21a6def48671cb22ddd8725bfd4ac781722cca08ad9e25b6daef06b46ab52ea1
review_panels_phase2c_top120/rank_011_E_N002146_N002155_ct_panel.png,.png,309988,1d61ac9df2e13a0f167b223170780b3c3faeae57d9bc8aa95034763a10c45039
review_panels_phase2c_top120/rank_012_E_N002149_N002169_ct_panel.png,.png,309402,309b954bc043d91c6a11cebf5bf96b24cde8ec269e7bc7ee49e26768da10bcf9
review_panels_phase2c_top120/rank_013_E_N001379_N001506_ct_panel.png,.png,321443,3ba60f4dab941a837f8ac2c97bfff568d9905a87f5ed5abbb08f6facef85e596
review_panels_phase2c_top120/rank_014_E_N000361_N000363_ct_panel.png,.png,349540,af2d753356ccef4b0423b0c108deff53d21456aeeb553fa464dfedf8a477ef4b
review_panels_phase2c_top120/rank_015_E_N001385_N001495_ct_panel.png,.png,344119,8e2cfb1991e6c453a5dd46cd2643db9549499341ba5ba41dbfda980a0ab39ec0
review_panels_phase2c_top120/rank_016_E_N008313_N008315_ct_panel.png,.png,316920,3fa2227d9772ad0b7729d8237e06545ff9acc5e033b6c9615092b97dbf206823
review_panels_phase2c_top120/rank_017_E_N000357_N000372_ct_panel.png,.png,343017,77e75dc9366ad5c7081d1dffc735470397b3e3cc99a15a01bbfae06c2528d8fc
review_panels_phase2c_top120/rank_018_E_N002643_N002645_ct_panel.png,.png,322118,db9e6e65e02f42d4e81fdb02b80ecb1027b16391ba2d3724d2851632667f7736
review_panels_phase2c_top120/rank_019_E_N000245_N000372_ct_panel.png,.png,319598,f19444a1f8cbc079ea4adb93d977bb1861b7e9b2ae2d20f3ce81766aef359fcb
review_panels_phase2c_top120/rank_020_E_N000375_N000377_ct_panel.png,.png,328971,0dc39174ab5bba14fe3b9037017f4468042a3950f4fddeac067db183f1eb66a4
review_panels_phase2c_top120/rank_021_E_N007049_N007176_ct_panel.png,.png,312227,3820e07ea9e430cc666db0cf29856c5e0e33a2b176d4e918615b0420bb2f5a23
review_panels_phase2c_top120/rank_022_E_N000245_N000251_ct_panel.png,.png,312303,b05228294fe269e367ac0428887af7550bab4c5f468eb60ff596765352536997
review_panels_phase2c_top120/rank_023_E_N001509_N001511_ct_panel.png,.png,321616,28966de504469efa02e05cad92a00bbd596c4b419e100dc72c0534c2af4e4b5f
review_panels_phase2c_top120/rank_024_E_N000240_N000375_ct_panel.png,.png,309188,a08e034b6aed555814d291da4ad6f99433e577aa4415c3370f1664769b6e839a
review_panels_phase2c_top120/rank_025_E_N003773_N003777_ct_panel.png,.png,303239,c7d20073b8afef684f85bbecfa4364c499fcd1f9b83cd8851136d92b3cd92d29
review_panels_phase2c_top120/rank_026_E_N003647_N003651_ct_panel.png,.png,298868,b03a3ae30df1fec0c8ce192f92f170ff91aee142cba6c8f5a12df051479cfd0a
review_panels_phase2c_top120/rank_027_E_N004907_N004911_ct_panel.png,.png,294948,0bf9099dbb54d338bde8edeba7a7765d42644338a93b5158618b493cecc8ad41
review_panels_phase2c_top120/rank_028_E_N000119_N001383_ct_panel.png,.png,293923,4830d6070dc3bf1bc392b79a3f05deacc47ef8d74341af739538e71f590e2ff0
review_panels_phase2c_top120/rank_029_E_N000245_N000249_ct_panel.png,.png,296255,7a84ff0a71a05d90e11aba7a6d639d5d119981f47b661121476901fcff1f62e9
review_panels_phase2c_top120/rank_030_E_N002640_N003777_ct_panel.png,.png,320471,f93b9aa5bc0692b44a2aaed0eb558a67a2e29b996f32ccf43d6ae83d948c46fd
review_panels_phase2c_top120/rank_031_E_N000249_N000251_ct_panel.png,.png,320935,5acc0106defdd5132588998ef8a5cd50874978480d16e113555fae320f442e0a
review_panels_phase2c_top120/rank_032_E_N001379_N002643_ct_panel.png,.png,299122,2c889b5d2ecf63445156a3221a58420960f4992910e78db7674e3e11dbdd55c2
review_panels_phase2c_top120/rank_033_E_N001505_N001511_ct_panel.png,.png,328019,b366b7a2f6585553af05fd10b542a380b8744c15be74adc634b5b676f37d3dd6
review_panels_phase2c_top120/rank_034_E_N000361_N000372_ct_panel.png,.png,364543,3c567af87d80aed47bea49b7a73d5fed907183b66d602131447463b7f12e1af6
review_panels_phase2c_top120/rank_035_E_N000372_N001509_ct_panel.png,.png,322626,70a110dea22c92bb76b0134256e326d363a114f8755203eac410c80509f130bf
review_panels_phase2c_top120/rank_036_E_N008813_N010077_ct_panel.png,.png,264328,dd3d2d44380957365ef141d8d94b58996475acc26469ef98e0a86d163923d7b2
review_panels_phase2c_top120/rank_037_E_N002639_N002643_ct_panel.png,.png,298793,595a0f2284a2a3000314af31ca1046c15414231070aa8cc1cd390facaaf55b0c
review_panels_phase2c_top120/rank_038_E_N008813_N008817_ct_panel.png,.png,264343,d800878e45d967d81418db1ed4706b27efa9a545ec64b92cc992e946121425fd
review_panels_phase2c_top120/rank_039_E_N005789_N007053_ct_panel.png,.png,302949,a0a63a6bc62521be147a2479af3c72c2907eca25a2b36ecc14240f7a1a55f3b9
review_panels_phase2c_top120/rank_040_E_N008057_N009321_ct_panel.png,.png,299183,85ff7d3bd85dca1a59e2850d8cfda54ee7d35aa632e20a582ae298296653acbe
review_panels_phase2c_top120/rank_041_E_N007553_N008817_ct_panel.png,.png,263084,9f8bc974836d26467bac89edf32770c40202960107811ecee6c87e50a152a31b
review_panels_phase2c_top120/rank_042_E_N008687_N009951_ct_panel.png,.png,263899,807d1936e2cf2cab28d9cb6f190f3219664840b4de9943e0b1e576ab20a2945c
review_panels_phase2c_top120/rank_043_E_N009191_N009321_ct_panel.png,.png,296843,3af3bc3021ea54eb413aa2fae77d6488fd990944df96fcb4fb6355545b442f0f
review_panels_phase2c_top120/rank_044_E_N003144_N004283_ct_panel.png,.png,366540,73b0967bbb91017ad4a046cdfbe70de53f30c12f42703bc09c4a925702664f6b
review_panels_phase2c_top120/rank_045_E_N000245_N001509_ct_panel.png,.png,296291,d8ba749f9076d156efab75a9db076028f6269362c67a84d2eeb3ae1d8e98a836
review_panels_phase2c_top120/rank_046_E_N000371_N000375_ct_panel.png,.png,297091,ab99e23d65acbacdab97cce4414fd7900bf70a5bfe747f2c3d8307bd036caf9b
review_panels_phase2c_top120/rank_047_E_N001052_N001063_ct_panel.png,.png,310448,a3d95dc78cbd4e6700e2709d1af7d059e00adbffa882b315bac5ce49184548f6
review_panels_phase2c_top120/rank_048_E_N001052_N001077_ct_panel.png,.png,313907,a0672941a0ce6e463f9c6f2edd5ec05016f4d8f200264f4e067b5633d012c966
review_panels_phase2c_top120/rank_049_E_N001066_N001077_ct_panel.png,.png,312816,5e4eb119eb877612862440b81bf76929a047a3ba863b4159c5f643fb0a603215
review_panels_phase2c_top120/rank_050_E_N001066_N001091_ct_panel.png,.png,316152,a866608270511ae1c583733f72f00f2e5eaa34068d054c0e6ca5456b45a81e70
review_panels_phase2c_top120/rank_051_E_N001071_N002225_ct_panel.png,.png,309172,571d6e36d17edad8af0c93aab38eb1c94d6fd2dc8b6ca2308c7e38368113f8aa
review_panels_phase2c_top120/rank_052_E_N001080_N001091_ct_panel.png,.png,309457,a6c6df728d400af34e02f2fcb251e8537c0c6e496c97c80a49254237e7c87e22
review_panels_phase2c_top120/rank_053_E_N001085_N001091_ct_panel.png,.png,324682,e6de7959938c686cdeff262a91fcd7fe0d77a03cce0a4d5f1e0668efea6ad467
review_panels_phase2c_top120/rank_054_E_N001505_N001509_ct_panel.png,.png,295046,c6ed18c7543362bbff977b962477b6ac983d7b8ddb1dfdd5cd7dd72b1ec61359
review_panels_phase2c_top120/rank_055_E_N002191_N003345_ct_panel.png,.png,302008,5f5077d51a6c792e2ea6d625a595edaf7476672f34be307cfbf1f6e4dbb5e45d
review_panels_phase2c_top120/rank_056_E_N002205_N002211_ct_panel.png,.png,301776,09d09a988636bfdea5b8df55aad18c185deddf4c1a3bdfee563555daa77418f0
review_panels_phase2c_top120/rank_057_E_N002219_N002225_ct_panel.png,.png,305700,97fb26e874b26f04b087f461a40948bf28c6a6d5a77816894e07b450f65f26fd
review_panels_phase2c_top120/rank_058_E_N003339_N004493_ct_panel.png,.png,305451,2c893aeb4a285d95df1d1e15e8cc94bbc546b4777e489bd1a970c297ec3e7bd0
review_panels_phase2c_top120/rank_059_E_N003353_N003359_ct_panel.png,.png,306084,d13bbde8c30ce92715b0c549e3b96b69c8f0e39d79030d4804182628622e2420
